F0,F1,F2,F3,F4,F5,F6,F7,F8,Task1,Task2
29,143000,M,2.0,H,16800,6.17,0.12,N,0,A
25,77000,M,8.0,H,9000,6.03,0.12,N,0,A
25,20868,O,0.0,V,5375,13.49,0.26,Y,0,C
36,30500,R,3.0,H,8000,11.11,0.26,N,1,B
23,34992,M,4.0,E,22550,15.96,0.64,Y,0,F
31,275000,M,9.0,V,25000,13.85,0.09,N,0,C
22,37900,R,2.0,M,5000,12.18,0.13,N,1,B
21,40000,R,2.0,E,2000,14.72,0.05,N,0,C
21,22000,O,2.0,D,4000,15.05,0.18,N,0,D
29,52000,R,3.0,V,8400,5.79,0.16,N,0,A
25,112000,M,0.0,H,16000,6.99,0.14,N,0,A
25,36996,R,4.0,M,4200,11.11,0.11,N,0,B
27,72000,M,2.0,E,2600,9.25,0.04,N,0,B
23,57600,R,5.0,M,7500,13.85,0.13,N,0,C
22,29570,R,6.0,D,8000,14.42,0.27,Y,1,D
35,62475,M,5.0,M,9600,14.61,0.13,Y,1,D
22,66000,R,3.0,D,20000,14.42,0.3,N,1,D
28,66300,M,11.0,M,12000,14.11,0.15,N,1,D
28,30000,R,5.0,P,2400,9.25,0.08,N,0,B
21,59000,M,5.0,E,5000,9.99,0.08,N,1,B
22,80000,M,6.0,E,16000,11.99,0.2,N,0,B
29,45516,M,13.0,D,6000,13.49,0.13,N,0,C
43,60000,R,5.0,D,2000,12.53,0.03,N,0,B
32,82000,M,13.0,P,10000,10.36,0.12,N,0,B
22,93218,M,5.0,M,12000,11.49,0.13,N,0,B
32,35000,R,0.0,M,9000,8.59,0.26,N,0,A
34,120000,R,0.0,D,2200,7.51,0.02,N,0,A
22,65000,R,3.0,E,5300,6.62,0.08,N,0,A
26,70000,M,5.0,P,4500,7.51,0.06,N,0,A
22,70000,M,5.0,V,21000,8.88,0.3,N,0,B
25,47000,M,9.0,E,12000,6.62,0.26,N,1,A
31,120000,M,0.0,V,20000,11.14,0.17,N,0,B
23,46500,M,1.0,M,5000,7.49,0.11,N,1,A
22,75000,R,6.0,P,12000,13.49,0.16,N,0,C
30,151800,M,14.0,H,17525,12.72,0.12,Y,0,C
21,39600,R,3.0,E,7000,14.96,0.18,Y,0,D
25,24000,R,9.0,M,4750,10.38,0.2,N,0,B
24,49600,M,8.0,H,2500,7.4,0.05,N,0,A
22,74000,R,4.0,P,5050,5.42,0.07,N,0,A
26,33000,R,1.0,V,3500,10.25,0.11,N,0,B
28,118000,M,6.0,P,25000,20.11,0.21,Y,1,G
27,30000,R,3.0,M,10000,17.58,0.33,N,1,D
22,82000,R,4.0,P,14000,7.9,0.17,N,0,A
22,53000,R,0.0,E,5000,7.9,0.09,N,0,A
31,80004,M,9.0,M,5500,10.75,0.07,N,0,B
24,22992,R,1.0,H,5000,13.06,0.22,Y,1,C
30,40000,R,3.0,V,7500,12.69,0.19,N,0,B
22,45000,M,2.0,E,8000,16.49,0.18,N,0,D
33,40000,R,15.0,P,15000,9.88,0.38,N,1,B
42,68000,R,3.0,M,8500,10.37,0.13,N,0,B
26,95000,R,0.0,M,6000,10.99,0.06,N,0,B
23,13920,O,2.0,P,7750,17.04,0.56,N,1,E
26,54000,R,2.0,H,2400,14.09,0.04,N,1,D
40,71599,R,0.0,E,6000,9.63,0.08,N,0,A
26,30000,R,2.0,E,1000,9.63,0.03,N,0,A
33,59450,M,1.0,P,3000,10.38,0.05,N,0,B
29,120000,O,5.0,M,8000,11.11,0.07,N,0,B
29,22500,R,1.0,E,6000,11.83,0.27,N,0,B
23,30000,R,2.0,M,9000,14.61,0.3,Y,1,D
34,44460,M,7.0,D,9600,7.49,0.22,N,0,A
25,64800,R,5.0,H,10000,7.88,0.15,N,0,A
24,40000,R,3.0,V,7000,7.88,0.17,N,0,A
36,32400,M,20.0,P,6600,13.24,0.2,Y,0,D
34,125000,M,4.0,M,12000,8.94,0.1,N,0,A
22,70000,M,2.0,E,5000,6.03,0.07,N,0,A
31,54000,M,12.0,M,15000,8.49,0.28,N,1,A
24,91800,M,8.0,M,5000,15.99,0.05,N,1,D
23,130208,M,7.0,D,20000,12.73,0.15,Y,0,C
23,72000,R,4.0,M,10000,13.85,0.14,Y,0,C
20,64000,R,3.0,V,16000,15.31,0.25,Y,1,D
53,85000,R,2.0,M,8000,7.74,0.09,N,0,A
22,50004,M,0.0,E,12000,7.37,0.24,N,0,A
25,65000,O,1.0,V,12000,12.61,0.18,Y,0,C
24,43000,R,2.0,M,10000,13.16,0.23,N,0,C
21,68400,R,2.0,D,10000,11.11,0.15,N,0,B
29,40000,T,2.0,D,15000,16.63,0.38,Y,1,E
23,48000,R,2.0,E,16000,10.0,0.33,N,1,B
29,38004,R,3.0,M,1500,14.35,0.04,Y,0,C
24,103641,R,8.0,V,4800,10.74,0.05,N,0,B
28,57248,M,1.0,E,9000,6.92,0.16,N,0,A
26,45608,O,8.0,H,11000,6.62,0.24,N,0,A
33,75000,M,3.0,H,15000,12.21,0.2,N,0,B
27,60000,R,2.0,H,8800,11.36,0.15,N,0,B
29,200004,M,0.0,D,19000,11.83,0.09,N,0,B
35,19200,R,2.0,V,3675,8.49,0.19,N,1,A
25,111262,M,2.0,P,20000,12.53,0.18,N,0,B
25,63000,M,9.0,P,14000,12.42,0.22,N,0,B
25,55000,R,9.0,H,13000,7.51,0.24,N,0,A
31,29000,M,5.0,P,1500,12.29,0.05,N,0,C
23,84000,M,7.0,E,23000,11.99,0.27,N,0,B
22,54000,R,0.0,V,10000,15.95,0.19,N,1,E
24,110000,M,8.0,P,7500,6.17,0.07,N,0,A
26,37000,R,10.0,P,6300,10.99,0.17,N,0,B
22,32000,R,6.0,E,15000,9.88,0.47,N,1,B
31,50000,M,8.0,D,6000,13.49,0.12,Y,0,C
33,44400,M,3.0,V,2000,14.22,0.05,Y,1,C
33,48000,M,2.0,H,7500,8.0,0.16,N,0,A
26,66300,R,0.0,M,17000,16.77,0.22,Y,1,D
27,65000,O,6.0,E,15000,6.99,0.23,N,0,A
31,60000,R,3.0,D,7500,5.79,0.13,N,0,A
37,94000,R,0.0,H,25000,13.11,0.27,N,1,C
28,65000,M,2.0,M,7500,7.29,0.12,N,0,A
30,65000,M,4.0,M,3600,6.92,0.06,N,0,A
30,93132,M,10.0,H,2500,5.99,0.03,N,0,A
23,54000,M,5.0,M,5200,13.99,0.1,N,1,C
26,64999,O,5.0,V,10000,13.98,0.15,Y,0,C
28,12000,R,0.0,P,2400,12.68,0.2,Y,1,C
28,69996,R,1.0,V,11000,13.79,0.16,N,0,C
24,91000,M,0.0,H,1000,7.68,0.01,N,0,A
29,80000,M,13.0,E,10000,7.9,0.13,N,0,A
42,100000,M,16.0,D,4800,13.47,0.05,Y,0,C
28,71652,M,11.0,P,25000,20.03,0.35,N,1,G
21,33996,R,3.0,P,5000,9.25,0.15,N,1,B
22,52800,M,5.0,V,4000,10.99,0.08,N,0,B
22,75000,R,6.0,E,24000,12.69,0.32,N,1,B
22,41600,M,2.0,E,3000,15.05,0.07,N,0,D
47,178000,O,31.0,V,9000,10.99,0.05,N,0,B
26,35000,M,10.0,P,8000,12.69,0.23,N,0,B
26,41500,R,9.0,E,11400,7.66,0.27,N,0,A
36,62000,R,3.0,H,8000,11.12,0.13,N,0,B
32,52000,R,0.0,P,2500,8.88,0.05,N,0,B
23,60000,R,3.0,E,12250,10.59,0.2,N,0,C
32,33600,O,0.0,V,8000,16.02,0.24,N,0,D
31,33000,R,2.0,V,7000,8.9,0.21,N,0,A
23,85000,R,0.0,M,20000,7.49,0.24,N,0,A
23,44000,R,5.0,E,8000,13.49,0.18,Y,1,C
24,18000,O,6.0,P,13000,7.88,0.72,N,1,A
24,142800,M,8.0,M,25000,14.84,0.15,Y,1,D
31,45000,M,5.0,V,10000,9.88,0.22,N,0,B
25,69000,M,3.0,V,6000,7.88,0.09,N,0,A
29,80496,M,2.0,H,10000,13.72,0.12,N,0,C
25,90000,R,9.0,D,10000,12.42,0.11,N,0,B
25,35004,R,3.0,P,5000,8.94,0.14,N,0,A
22,50000,R,2.0,P,8000,13.16,0.16,Y,0,C
22,95000,M,3.0,D,7200,11.49,0.08,N,0,B
35,140004,M,6.0,P,8400,12.98,0.06,Y,1,C
36,36000,R,3.0,E,2500,9.76,0.07,N,0,B
23,68500,M,7.0,E,4200,11.66,0.06,Y,0,C
23,14400,R,0.0,V,4000,10.74,0.28,N,1,B
37,65000,M,12.0,P,11000,9.91,0.17,N,0,B
30,25056,M,3.0,H,2000,12.42,0.08,N,0,B
24,145000,M,3.0,M,12000,10.99,0.08,N,0,B
36,72000,R,8.0,P,10000,11.49,0.14,N,0,B
28,82500,M,12.0,M,11000,7.49,0.13,N,0,A
23,56000,M,4.0,V,6000,5.99,0.11,N,0,A
35,95028,R,2.0,H,5000,14.42,0.05,Y,1,D
24,29000,M,1.0,M,6000,15.62,0.21,N,1,D
29,82450,M,11.0,M,7500,14.5,0.08,N,1,E
22,105000,M,6.0,P,6000,14.22,0.06,Y,0,C
30,66500,M,5.0,D,8000,7.88,0.12,N,0,A
34,195000,M,14.0,V,6000,14.27,0.03,N,0,C
27,41000,R,2.0,M,6000,9.32,0.15,N,0,A
24,36000,R,7.0,D,13000,7.29,0.36,N,1,A
26,5500,R,0.0,E,1000,9.63,0.18,N,1,A
30,30000,R,4.0,D,12000,15.21,0.4,Y,1,D
24,124080,R,4.0,P,24000,16.49,0.19,Y,0,D
25,28800,R,0.0,E,5000,8.9,0.17,N,0,A
38,39500,R,4.0,M,5000,13.22,0.13,N,0,C
32,150000,M,0.0,P,24000,17.04,0.16,Y,0,E
23,73000,M,7.0,E,7500,13.22,0.1,Y,0,C
26,85000,R,1.0,E,2500,8.59,0.03,N,0,A
26,200000,M,4.0,M,15000,14.79,0.07,N,0,C
26,61000,M,5.0,V,19200,11.48,0.31,N,0,B
24,55000,R,5.0,V,9500,9.63,0.17,N,0,A
24,80000,R,7.0,E,4400,19.03,0.06,Y,0,E
23,67000,M,7.0,M,2500,11.71,0.04,N,0,B
22,66000,O,6.0,D,7500,17.58,0.11,Y,0,D
32,65280,R,0.0,P,8400,13.61,0.13,N,0,C
25,56000,R,2.0,P,3000,12.69,0.05,N,0,B
25,46500,R,1.0,E,6000,8.88,0.13,N,0,B
22,86400,M,6.0,P,24000,13.85,0.28,N,0,C
25,83195,R,9.0,P,13000,11.71,0.16,N,0,B
25,108000,M,9.0,M,15000,10.39,0.14,N,0,B
32,55000,R,0.0,D,18000,10.38,0.33,N,1,B
24,43680,R,1.0,V,10800,5.42,0.25,N,0,A
29,21000,R,7.0,M,7000,13.72,0.33,N,1,C
22,53000,M,4.0,P,8000,16.07,0.15,Y,0,D
22,28800,O,6.0,E,8875,8.9,0.31,N,0,A
34,73000,M,6.0,P,7500,15.99,0.1,Y,1,D
37,48257,M,21.0,M,7000,15.21,0.15,Y,1,D
30,41600,M,2.0,E,4500,6.76,0.11,N,0,A
22,29570,R,6.0,M,8000,14.42,0.27,N,1,D
21,36000,R,5.0,P,10000,11.48,0.28,N,0,B
41,75000,R,1.0,P,20000,11.14,0.27,N,0,B
23,76800,M,4.0,V,10000,9.63,0.13,N,0,A
30,50000,M,2.0,H,3000,10.59,0.06,N,0,B
21,38000,M,5.0,E,7000,13.49,0.18,Y,0,C
28,64000,M,10.0,H,6000,16.45,0.09,Y,1,E
33,30000,R,0.0,M,5000,7.74,0.17,N,0,A
23,92000,R,7.0,V,10000,11.71,0.11,N,0,B
43,46000,R,2.0,M,13000,15.7,0.28,Y,1,D
28,30000,M,4.0,D,7500,11.78,0.25,N,0,C
27,23000,R,4.0,M,6000,8.9,0.26,N,0,A
23,85000,R,5.0,V,3000,7.49,0.04,N,0,A
34,36129,R,3.0,D,1800,14.22,0.05,Y,0,C
22,49000,R,7.0,D,3000,12.23,0.06,Y,1,C
23,27000,R,2.0,M,5000,16.77,0.19,Y,1,E
24,24000,R,1.0,H,2000,14.61,0.08,Y,1,D
23,50000,M,7.0,V,8600,11.26,0.17,N,0,B
26,83004,R,7.0,E,5450,7.9,0.07,N,0,A
26,56000,R,6.0,H,8150,12.87,0.15,N,0,C
23,37000,R,1.0,E,10400,7.66,0.28,N,0,A
27,80000,M,4.0,M,15000,6.54,0.19,N,0,A
23,64000,M,4.0,V,5550,7.29,0.09,N,0,A
26,60000,M,9.0,P,10000,12.21,0.17,N,1,B
26,105000,O,0.0,E,10000,7.49,0.1,N,0,A
28,46000,M,12.0,P,6500,6.99,0.14,N,0,A
44,70000,R,15.0,D,6000,5.79,0.09,N,0,A
45,45000,M,20.0,P,15625,8.9,0.35,N,0,A
26,120000,M,10.0,P,10000,12.73,0.08,N,0,C
34,30000,M,5.0,V,14000,7.51,0.47,N,0,A
46,60000,R,9.0,H,15000,16.32,0.25,N,0,D
27,31200,R,3.0,E,10000,13.99,0.32,N,1,C
39,64000,R,9.0,H,4800,12.73,0.07,Y,0,C
24,43000,R,8.0,E,10000,5.79,0.23,N,0,A
26,64000,M,9.0,D,8000,12.17,0.13,N,1,D
22,44000,M,2.0,P,3500,5.99,0.08,N,0,A
26,45243,R,3.0,V,4800,9.25,0.11,N,0,B
24,205000,M,8.0,E,35000,13.99,0.17,N,0,C
24,98000,M,1.0,D,16000,14.79,0.16,Y,1,C
25,97750,O,9.0,M,20000,17.39,0.17,Y,1,E
24,44000,M,4.0,P,11200,10.99,0.25,N,0,B
24,55000,M,5.0,P,3100,11.71,0.06,N,0,B
28,21600,O,11.0,H,8000,11.49,0.37,N,0,B
22,61000,M,1.0,D,8000,11.49,0.13,N,0,B
35,75573,M,9.0,H,22000,9.88,0.29,N,0,B
36,145000,M,4.0,D,5000,9.62,0.03,N,0,B
36,72800,R,3.0,H,24000,14.09,0.33,N,1,D
23,46852,R,3.0,H,6800,10.65,0.15,N,1,B
24,40800,R,0.0,M,7000,11.86,0.17,N,0,B
32,29962,R,4.0,M,8000,12.53,0.27,N,0,B
22,65004,M,5.0,V,12500,6.03,0.19,N,0,A
36,47000,M,4.0,M,4900,14.11,0.1,N,1,D
23,100000,R,5.0,E,5000,6.03,0.05,N,0,A
23,24000,R,0.0,P,5500,13.99,0.23,N,0,C
40,39960,R,0.0,E,1000,15.23,0.03,Y,0,C
43,50000,R,5.0,H,9500,9.88,0.19,N,0,B
25,39512,R,3.0,V,9000,15.23,0.23,N,1,C
24,33500,R,5.0,H,2000,13.8,0.06,N,1,C
25,45000,R,2.0,D,11000,9.25,0.24,N,0,B
23,33000,R,4.0,V,18000,9.91,0.55,N,1,B
26,159960,M,11.0,H,18325,7.49,0.11,N,0,A
26,81000,R,10.0,V,21000,16.95,0.26,N,1,E
21,72252,M,0.0,V,8000,6.99,0.11,N,0,A
24,60000,M,8.0,E,3000,10.65,0.05,N,0,B
22,57564,M,6.0,M,21000,11.48,0.36,N,0,B
26,43200,M,10.0,H,2500,9.88,0.06,N,0,B
38,50400,R,5.0,D,10100,11.49,0.2,N,0,B
29,35000,M,11.0,V,5000,10.65,0.14,N,0,B
26,22884,R,2.0,M,7000,7.51,0.31,N,1,A
37,85000,O,3.0,E,10000,18.43,0.12,Y,0,F
39,119000,R,3.0,D,22000,11.49,0.18,N,0,B
40,45000,R,15.0,E,24000,10.65,0.53,N,1,B
27,56525,M,4.0,M,12000,15.95,0.18,Y,1,D
24,24000,R,0.0,E,11500,7.51,0.48,N,1,A
31,31800,R,6.0,D,3000,15.62,0.09,Y,1,D
22,52000,R,6.0,V,10000,11.71,0.19,N,0,B
26,72000,R,8.0,P,7000,9.32,0.1,N,0,A
34,72000,R,6.0,M,5000,10.59,0.07,N,0,B
30,165000,M,3.0,E,5000,15.62,0.03,Y,0,D
34,130000,M,5.0,D,20000,10.65,0.15,N,0,B
34,32000,R,9.0,M,3000,14.59,0.09,Y,0,D
25,80000,R,5.0,V,6000,8.0,0.07,N,0,A
26,31200,R,8.0,E,5000,8.63,0.16,N,0,A
27,128000,R,11.0,D,24250,14.59,0.19,N,1,D
28,62352,M,3.0,D,3800,6.62,0.06,N,0,A
35,123000,R,2.0,P,25000,17.19,0.2,Y,1,E
23,120000,M,8.0,V,14000,8.94,0.12,N,0,A
23,113000,M,4.0,E,12000,7.66,0.11,N,0,A
30,62000,M,1.0,V,15000,6.03,0.24,N,0,A
25,133900,M,9.0,V,7500,13.49,0.06,Y,1,D
27,47000,M,11.0,E,2650,7.49,0.06,N,0,A
32,40100,R,3.0,E,7175,12.99,0.18,Y,0,C
23,36100,R,2.0,E,5000,7.49,0.14,N,0,A
26,22000,R,10.0,V,10000,9.63,0.45,N,1,B
27,125000,O,7.0,P,13200,11.14,0.11,N,0,B
30,35004,R,0.0,M,7500,8.63,0.21,N,0,A
41,54000,M,6.0,V,5000,13.23,0.09,N,1,C
23,65000,R,7.0,E,6000,15.23,0.09,N,0,C
29,40777,M,4.0,P,8000,14.91,0.2,Y,0,D
37,73000,R,4.0,D,11500,12.21,0.16,N,0,B
22,35000,R,1.0,E,9600,11.99,0.27,N,0,B
34,110000,R,0.0,D,10000,7.66,0.09,N,0,A
25,50950,R,5.0,H,20000,11.48,0.39,N,1,B
34,33612,M,0.0,P,9000,7.74,0.27,N,1,A
27,78000,M,2.0,H,35000,17.27,0.45,Y,1,D
29,88000,R,6.0,E,12000,12.53,0.14,N,0,C
25,38340,R,9.0,M,12000,11.71,0.31,N,1,B
35,125000,M,8.0,V,17000,7.88,0.14,N,0,A
42,600000,T,2.0,H,25000,14.74,0.04,Y,0,D
31,101000,R,2.0,V,7500,13.22,0.07,N,0,C
22,50000,R,1.0,V,3200,8.49,0.06,N,0,A
22,40800,R,5.0,M,2000,6.62,0.05,N,0,A
31,55000,R,2.0,E,3600,7.51,0.07,N,0,A
28,110000,M,12.0,M,15000,10.0,0.14,N,0,B
33,44000,M,2.0,E,7000,12.99,0.16,Y,1,C
23,38400,M,2.0,D,15000,17.27,0.39,N,1,D
27,42000,R,1.0,M,11975,12.53,0.29,N,0,B
30,200000,R,5.0,D,10000,11.36,0.05,N,0,B
28,85000,R,1.0,E,14400,9.07,0.17,N,0,A
38,55000,M,3.0,M,14000,13.22,0.25,N,0,C
25,40000,M,9.0,D,3500,13.49,0.09,N,0,C
41,210000,R,1.0,P,7500,6.03,0.04,N,0,A
31,26400,R,2.0,V,3250,13.48,0.12,N,0,C
41,82000,M,18.0,H,12000,7.51,0.15,N,0,A
26,52000,M,2.0,H,10000,9.88,0.19,N,0,B
28,140000,O,1.0,E,17600,12.42,0.13,N,0,B
22,120000,M,6.0,E,8000,12.69,0.07,N,0,B
22,15996,R,3.0,E,4000,13.35,0.25,Y,1,C
22,60000,M,6.0,E,16800,11.99,0.28,N,0,B
27,25000,R,2.0,P,5000,9.62,0.2,N,0,B
25,80000,M,9.0,H,12000,10.0,0.15,N,0,B
34,110000,M,2.0,M,10000,7.29,0.09,N,0,A
32,120000,R,5.0,V,15000,15.68,0.13,N,0,E
28,64000,M,3.0,M,5000,13.23,0.08,N,0,C
27,57000,M,11.0,D,3000,7.51,0.05,N,0,A
28,24000,R,5.0,P,5500,10.36,0.23,N,0,B
25,52704,M,6.0,D,11000,8.94,0.21,N,0,A
22,59000,R,2.0,E,7200,8.0,0.12,N,0,A
26,60000,M,10.0,D,6000,8.94,0.1,N,0,A
23,60000,R,2.0,V,23000,12.18,0.38,N,1,B
33,225000,M,12.0,P,8000,9.99,0.04,N,0,B
31,40000,O,0.0,M,15000,15.31,0.38,Y,0,D
24,72000,M,2.0,E,6000,16.77,0.08,Y,0,E
23,60480,R,7.0,E,15000,10.83,0.25,N,0,B
37,55000,R,3.0,H,7000,16.32,0.13,Y,0,E
31,168000,M,6.0,V,25000,13.06,0.15,N,0,C
23,49000,M,2.0,V,6000,7.88,0.12,N,0,A
23,63000,R,0.0,D,5600,8.49,0.09,N,0,A
26,122500,R,1.0,H,10000,10.65,0.08,N,0,B
34,42000,R,5.0,P,18825,7.9,0.45,N,1,A
28,80000,M,1.0,H,20000,13.24,0.25,N,0,D
31,135000,M,14.0,P,15000,10.75,0.11,N,0,B
27,55000,M,0.0,D,11000,5.42,0.2,N,0,A
23,114750,R,2.0,M,24000,20.03,0.18,Y,1,G
23,48000,O,4.0,V,7000,10.74,0.15,N,0,B
22,56400,M,6.0,P,25000,16.4,0.44,N,1,E
23,60000,M,7.0,P,6000,8.9,0.1,N,0,A
46,35004,R,0.0,P,4500,12.68,0.13,N,0,C
23,60000,M,1.0,P,9900,9.76,0.17,N,0,B
23,45300,M,3.0,E,5550,15.37,0.12,Y,0,D
31,89000,M,15.0,E,14000,10.65,0.16,N,0,B
29,92000,M,3.0,V,24000,11.49,0.26,N,0,B
25,46800,R,5.0,H,12000,13.11,0.26,Y,1,C
26,85000,M,10.0,M,24000,8.9,0.28,N,0,A
35,47400,R,2.0,P,14000,14.42,0.3,N,1,D
30,75480,R,1.0,M,25000,15.27,0.28,Y,1,C
23,78000,M,1.0,E,16000,11.89,0.21,N,0,B
22,84000,M,6.0,P,12000,11.99,0.14,N,0,B
37,105000,M,2.0,E,25000,12.18,0.24,N,0,B
21,30000,M,0.0,P,4750,9.63,0.16,N,1,A
31,72000,M,6.0,H,9800,6.62,0.14,N,0,A
22,41717,O,5.0,V,20000,11.12,0.48,N,0,B
21,30000,R,1.0,P,5600,14.46,0.19,N,1,D
23,44000,R,7.0,M,9800,13.11,0.22,N,1,C
22,51600,R,0.0,P,10000,9.51,0.19,N,0,B
40,35820,R,0.0,P,3275,8.88,0.09,N,0,B
28,33900,R,6.0,E,10000,15.58,0.29,N,0,D
30,132640,R,6.0,V,8000,13.57,0.06,N,0,C
22,38400,R,4.0,E,3500,13.99,0.09,N,0,C
27,50000,M,5.0,V,2000,10.99,0.04,N,0,B
23,35500,R,5.0,E,3500,10.99,0.1,N,0,B
22,61000,M,2.0,M,18200,7.51,0.3,N,0,A
23,58650,M,7.0,M,5000,8.59,0.07,N,1,A
22,30000,R,2.0,V,13000,13.11,0.43,Y,1,C
26,44000,R,0.0,M,3075,10.99,0.07,N,0,B
24,37920,R,4.0,D,6000,6.99,0.16,N,0,A
23,24000,R,0.0,E,2500,11.71,0.1,N,0,B
22,39996,R,3.0,V,11000,5.79,0.28,N,0,A
24,40000,M,9.0,M,2125,11.11,0.05,N,0,B
22,14400,R,3.0,H,8000,9.99,0.56,N,1,B
21,29400,M,0.0,M,12000,11.83,0.41,N,1,B
28,110000,M,12.0,M,6000,6.03,0.05,N,0,A
36,84996,R,2.0,E,25000,11.86,0.29,N,0,B
26,20004,R,2.0,E,2000,8.59,0.1,N,1,A
25,56004,M,5.0,D,8000,11.71,0.14,N,1,B
22,57000,M,1.0,V,3200,5.99,0.06,N,0,A
30,32918,R,5.0,D,8000,14.59,0.24,Y,1,D
26,60000,R,10.0,V,5000,10.99,0.08,N,0,B
27,116899,M,12.0,D,12000,10.75,0.1,N,1,B
27,48000,R,4.0,M,2800,7.49,0.06,N,0,A
29,115000,M,7.0,E,8100,16.49,0.07,Y,0,D
20,65000,M,4.0,V,4800,9.99,0.07,N,0,B
32,108000,R,3.0,H,7000,16.29,0.06,Y,1,D
29,33600,R,3.0,E,4800,5.79,0.14,N,0,A
43,90000,R,5.0,D,10400,11.49,0.12,N,0,B
27,45000,O,9.0,P,12000,6.03,0.27,N,0,A
41,88000,M,5.0,H,4000,7.14,0.05,N,0,A
29,77800,R,2.0,H,9000,12.42,0.12,N,0,B
29,69000,O,11.0,P,6000,11.12,0.09,N,0,B
29,48000,R,11.0,V,3000,5.42,0.06,N,0,A
24,113217,M,2.0,E,6000,7.88,0.05,N,0,A
43,47000,O,2.0,V,10000,7.88,0.21,N,0,A
26,117500,R,0.0,V,13800,7.49,0.12,N,0,A
32,39270,R,5.0,E,6800,12.99,0.17,Y,0,C
27,50000,R,1.0,P,9900,14.35,0.2,N,0,C
31,24000,R,0.0,E,5000,7.51,0.21,N,0,A
28,41000,R,1.0,M,9000,9.88,0.22,N,0,B
30,125000,M,14.0,V,5750,7.43,0.05,N,0,A
25,66000,R,9.0,P,12000,16.89,0.18,N,1,D
22,28404,R,7.0,E,3400,8.94,0.12,N,0,A
30,105000,O,14.0,H,15400,11.36,0.15,N,0,B
27,58000,R,0.0,E,4600,13.99,0.08,Y,0,C
22,48000,R,1.0,E,30000,18.39,0.63,N,1,E
25,43738,R,0.0,D,4500,5.99,0.1,N,0,A
32,64000,R,1.0,E,10000,12.69,0.16,N,0,B
25,120000,M,9.0,H,28000,10.74,0.23,N,0,B
29,39000,R,1.0,H,10000,14.11,0.26,Y,1,D
23,63000,R,1.0,E,18000,10.99,0.29,N,0,B
30,100000,M,5.0,P,7500,11.59,0.07,Y,0,C
69,80000,R,12.0,M,4800,14.79,0.06,Y,0,C
41,90000,R,0.0,V,5000,14.26,0.06,Y,0,C
23,66912,M,7.0,P,16000,12.73,0.24,N,0,C
30,44449,M,2.0,V,21250,13.48,0.48,Y,0,C
39,30000,R,3.0,D,2300,14.79,0.08,Y,0,C
34,28500,R,0.0,E,9175,12.69,0.32,N,1,B
23,44390,O,3.0,E,14300,10.99,0.32,N,0,B
22,81000,M,5.0,E,6600,7.88,0.08,N,0,A
27,54590,R,9.0,V,8000,11.49,0.15,N,0,B
26,80000,M,10.0,P,25000,10.62,0.31,N,0,B
22,42000,M,6.0,E,14750,12.99,0.35,N,0,C
26,80000,M,0.0,V,6300,5.79,0.08,N,0,A
22,58000,R,0.0,D,20000,13.11,0.34,N,1,C
23,69000,R,7.0,M,4800,10.75,0.07,N,0,B
24,98000,O,8.0,V,12000,7.49,0.12,N,0,A
23,49000,M,7.0,D,5000,15.21,0.1,Y,1,D
39,200000,M,19.0,E,18000,10.99,0.09,N,0,B
37,54000,R,2.0,V,5500,13.23,0.1,Y,1,C
23,54000,R,0.0,E,6000,12.53,0.11,Y,0,C
23,33800,O,4.0,E,13000,15.31,0.38,Y,0,D
22,71000,R,3.0,M,10000,7.29,0.14,N,0,A
26,103200,M,8.0,P,9000,6.76,0.09,N,0,A
21,42500,T,0.0,E,7000,14.61,0.16,Y,0,D
34,80000,R,6.0,D,10000,9.91,0.13,N,0,B
46,170000,M,13.0,H,7200,9.91,0.04,N,0,B
24,60140,R,2.0,D,7000,8.59,0.12,N,0,A
30,30000,R,1.0,M,4000,13.99,0.13,Y,0,C
26,93500,M,9.0,V,6250,14.83,0.07,Y,0,D
22,55000,R,3.0,V,7000,6.91,0.13,N,0,A
23,80000,M,1.0,E,12000,13.48,0.15,Y,0,C
23,47000,M,7.0,M,16000,14.35,0.34,Y,1,C
23,75000,R,2.0,P,7000,6.0,0.09,N,0,B
23,70000,R,1.0,M,17000,8.88,0.24,N,0,B
22,69108,R,2.0,P,5400,15.95,0.08,Y,1,E
21,42000,R,5.0,M,2500,9.99,0.06,N,0,B
25,48000,R,0.0,V,4000,7.29,0.08,N,0,A
26,40000,R,0.0,P,5000,13.11,0.13,Y,0,C
23,113000,R,8.0,D,35000,18.25,0.31,N,1,D
25,55000,M,9.0,D,17000,6.91,0.31,N,0,A
32,74346,M,16.0,M,7000,7.9,0.09,N,0,A
29,32000,M,13.0,P,8000,5.99,0.25,N,0,A
21,26400,R,5.0,P,4750,12.23,0.18,N,0,C
21,30000,R,5.0,P,3500,7.9,0.12,N,0,A
25,31200,M,3.0,M,11200,5.42,0.36,N,0,A
26,29000,R,6.0,M,5000,12.99,0.17,Y,1,C
24,40000,R,6.0,E,5000,6.17,0.13,N,0,A
24,25000,M,3.0,V,9000,7.14,0.36,N,0,A
23,40000,R,0.0,V,15000,8.94,0.38,N,1,A
29,77000,R,3.0,M,17600,13.48,0.23,N,0,C
25,105000,M,6.0,V,6500,13.87,0.06,Y,0,D
26,77004,M,0.0,M,6000,11.99,0.08,N,0,B
24,137481,R,8.0,V,5000,10.99,0.04,N,0,B
